risk_number,risk_name,round,criteria,actor_sector_category,actor_sector_name,vuln_resp_level,count,total,pct
6.5,6.5 Governance failure,1,Vulnerability,Sector,Agriculture,Not at all vulnerable,2,138,1.4
6.5,6.5 Governance failure,1,Vulnerability,Sector,Arts,Extremely vulnerable,25,138,18.1
6.5,6.5 Governance failure,1,Vulnerability,Sector,Arts,Highly vulnerable,37,138,26.8
6.5,6.5 Governance failure,1,Vulnerability,Sector,Arts,Minimally vulnerable,36,138,26.1
6.5,6.5 Governance failure,1,Vulnerability,Sector,Arts,Moderately vulnerable,37,138,26.8
6.5,6.5 Governance failure,1,Vulnerability,Sector,Arts,Not at all vulnerable,3,138,2.2
6.5,6.5 Governance failure,1,Vulnerability,Sector,Education,Extremely vulnerable,43,139,30.9
6.5,6.5 Governance failure,1,Vulnerability,Sector,Education,Highly vulnerable,63,139,45.3
6.5,6.5 Governance failure,1,Vulnerability,Sector,Education,Minimally vulnerable,7,139,5.0
6.5,6.5 Governance failure,1,Vulnerability,Sector,Education,Moderately vulnerable,26,139,18.7
6.5,6.5 Governance failure,1,Vulnerability,Sector,Finance,Extremely vulnerable,79,138,57.2
6.5,6.5 Governance failure,1,Vulnerability,Sector,Finance,Highly vulnerable,41,138,29.7
6.5,6.5 Governance failure,1,Vulnerability,Sector,Finance,Minimally vulnerable,5,138,3.6
6.5,6.5 Governance failure,1,Vulnerability,Sector,Finance,Moderately vulnerable,13,138,9.4
6.5,6.5 Governance failure,1,Vulnerability,Sector,Healthcare,Extremely vulnerable,71,139,51.1
6.5,6.5 Governance failure,1,Vulnerability,Sector,Healthcare,Highly vulnerable,40,139,28.8
6.5,6.5 Governance failure,1,Vulnerability,Sector,Healthcare,Minimally vulnerable,6,139,4.3
6.5,6.5 Governance failure,1,Vulnerability,Sector,Healthcare,Moderately vulnerable,22,139,15.8
6.5,6.5 Governance failure,1,Vulnerability,Sector,Information,Extremely vulnerable,72,139,51.8
6.5,6.5 Governance failure,1,Vulnerability,Sector,Information,Highly vulnerable,49,139,35.3
6.5,6.5 Governance failure,1,Vulnerability,Sector,Information,Minimally vulnerable,5,139,3.6
6.5,6.5 Governance failure,1,Vulnerability,Sector,Information,Moderately vulnerable,13,139,9.4
6.5,6.5 Governance failure,1,Vulnerability,Sector,Management,Extremely vulnerable,27,138,19.6
6.5,6.5 Governance failure,1,Vulnerability,Sector,Management,Highly vulnerable,44,138,31.9
6.5,6.5 Governance failure,1,Vulnerability,Sector,Management,Minimally vulnerable,18,138,13.0
6.5,6.5 Governance failure,1,Vulnerability,Sector,Management,Moderately vulnerable,49,138,35.5
6.5,6.5 Governance failure,1,Vulnerability,Sector,National Security,Extremely vulnerable,90,139,64.7
6.5,6.5 Governance failure,1,Vulnerability,Sector,National Security,Highly vulnerable,29,139,20.9
6.5,6.5 Governance failure,1,Vulnerability,Sector,National Security,Minimally vulnerable,5,139,3.6
6.5,6.5 Governance failure,1,Vulnerability,Sector,National Security,Moderately vulnerable,15,139,10.8
6.5,6.5 Governance failure,1,Vulnerability,Sector,Professional,Extremely vulnerable,38,138,27.5
6.5,6.5 Governance failure,1,Vulnerability,Sector,Professional,Highly vulnerable,53,138,38.4
6.5,6.5 Governance failure,1,Vulnerability,Sector,Professional,Minimally vulnerable,8,138,5.8
6.5,6.5 Governance failure,1,Vulnerability,Sector,Professional,Moderately vulnerable,39,138,28.3
6.5,6.5 Governance failure,1,Vulnerability,Sector,Public Administration,Extremely vulnerable,55,139,39.6
6.5,6.5 Governance failure,1,Vulnerability,Sector,Public Administration,Highly vulnerable,58,139,41.7
6.5,6.5 Governance failure,1,Vulnerability,Sector,Public Administration,Minimally vulnerable,6,139,4.3
6.5,6.5 Governance failure,1,Vulnerability,Sector,Public Administration,Moderately vulnerable,20,139,14.4
6.5,6.5 Governance failure,1,Vulnerability,Sector,Real Estate,Extremely vulnerable,31,137,22.6
6.5,6.5 Governance failure,1,Vulnerability,Sector,Real Estate,Highly vulnerable,28,137,20.4
6.5,6.5 Governance failure,1,Vulnerability,Sector,Real Estate,Minimally vulnerable,28,137,20.4
6.5,6.5 Governance failure,1,Vulnerability,Sector,Real Estate,Moderately vulnerable,47,137,34.3
6.5,6.5 Governance failure,1,Vulnerability,Sector,Real Estate,Not at all vulnerable,3,137,2.2
6.5,6.5 Governance failure,1,Vulnerability,Sector,Scientific,Extremely vulnerable,46,138,33.3
6.5,6.5 Governance failure,1,Vulnerability,Sector,Scientific,Highly vulnerable,54,138,39.1
6.5,6.5 Governance failure,1,Vulnerability,Sector,Scientific,Minimally vulnerable,13,138,9.4
6.5,6.5 Governance failure,1,Vulnerability,Sector,Scientific,Moderately vulnerable,25,138,18.1
6.5,6.5 Governance failure,1,Vulnerability,Sector,Trade,Extremely vulnerable,25,138,18.1
6.5,6.5 Governance failure,1,Vulnerability,Sector,Trade,Highly vulnerable,58,138,42.0
6.5,6.5 Governance failure,1,Vulnerability,Sector,Trade,Minimally vulnerable,16,138,11.6
6.5,6.5 Governance failure,1,Vulnerability,Sector,Trade,Moderately vulnerable,37,138,26.8
6.5,6.5 Governance failure,1,Vulnerability,Sector,Trade,Not at all vulnerable,2,138,1.4
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Deployer,Highly responsible,70,125,56.0
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Deployer,Minimally responsible,8,125,6.4
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Deployer,Moderately responsible,23,125,18.4
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Deployer,Not at all responsible,3,125,2.4
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Deployer,Primarily responsible,21,125,16.8
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Developer (General-purpose AI),Highly responsible,78,125,62.4
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Developer (General-purpose AI),Minimally responsible,3,125,2.4
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Developer (General-purpose AI),Moderately responsible,15,125,12.0
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Developer (General-purpose AI),Not at all responsible,2,125,1.6
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Developer (General-purpose AI),Primarily responsible,27,125,21.6
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Developer (Specialised AI),Don't Know/Unsure,3,102,2.9
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Developer (Specialised AI),Highly responsible,55,102,53.9
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Developer (Specialised AI),Minimally responsible,1,102,1.0
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Developer (Specialised AI),Moderately responsible,22,102,21.6
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Developer (Specialised AI),Not at all responsible,3,102,2.9
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Developer (Specialised AI),Primarily responsible,18,102,17.6
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Governance Actor,Don't Know/Unsure,1,125,0.8
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Governance Actor,Highly responsible,12,125,9.6
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Governance Actor,Moderately responsible,1,125,0.8
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Governance Actor,Primarily responsible,111,125,88.8
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Infrastructure Provider,Don't Know/Unsure,2,104,1.9
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Infrastructure Provider,Highly responsible,26,104,25.0
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Infrastructure Provider,Minimally responsible,13,104,12.5
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Infrastructure Provider,Moderately responsible,48,104,46.2
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Infrastructure Provider,Not at all responsible,5,104,4.8
6.5,6.5 Governance failure,2,Responsibility,Actor,AI Infrastructure Provider,Primarily responsible,10,104,9.6
6.5,6.5 Governance failure,2,Responsibility,Actor,AI User,Highly responsible,7,125,5.6
6.5,6.5 Governance failure,2,Responsibility,Actor,AI User,Minimally responsible,69,125,55.2
6.5,6.5 Governance failure,2,Responsibility,Actor,AI User,Moderately responsible,20,125,16.0
6.5,6.5 Governance failure,2,Responsibility,Actor,AI User,Not at all responsible,22,125,17.6
6.5,6.5 Governance failure,2,Responsibility,Actor,AI User,Primarily responsible,7,125,5.6
6.5,6.5 Governance failure,2,Responsibility,Actor,Affected Stakeholder,Don't Know/Unsure,1,101,1.0
6.5,6.5 Governance failure,2,Responsibility,Actor,Affected Stakeholder,Highly responsible,9,101,8.9
6.5,6.5 Governance failure,2,Responsibility,Actor,Affected Stakeholder,Minimally responsible,54,101,53.5
6.5,6.5 Governance failure,2,Responsibility,Actor,Affected Stakeholder,Moderately responsible,13,101,12.9
6.5,6.5 Governance failure,2,Responsibility,Actor,Affected Stakeholder,Not at all responsible,19,101,18.8
6.5,6.5 Governance failure,2,Responsibility,Actor,Affected Stakeholder,Primarily responsible,5,101,5.0
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Deployer,Don't Know/Unsure,1,125,0.8
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Deployer,Extremely vulnerable,33,125,26.4
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Deployer,Highly vulnerable,68,125,54.4
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Deployer,Minimally vulnerable,9,125,7.2
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Deployer,Moderately vulnerable,13,125,10.4
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Deployer,Not at all vulnerable,1,125,0.8
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Developer (General-purpose AI),Extremely vulnerable,29,125,23.2
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Developer (General-purpose AI),Highly vulnerable,61,125,48.8
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Developer (General-purpose AI),Minimally vulnerable,5,125,4.0
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Developer (General-purpose AI),Moderately vulnerable,29,125,23.2
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Developer (General-purpose AI),Not at all vulnerable,1,125,0.8
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Developer (Specialised AI),Don't Know/Unsure,4,107,3.7
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Developer (Specialised AI),Extremely vulnerable,28,107,26.2
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Developer (Specialised AI),Highly vulnerable,50,107,46.7
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Developer (Specialised AI),Minimally vulnerable,5,107,4.7
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Developer (Specialised AI),Moderately vulnerable,19,107,17.8
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Developer (Specialised AI),Not at all vulnerable,1,107,0.9
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Governance Actor,Don't Know/Unsure,2,125,1.6
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Governance Actor,Extremely vulnerable,66,125,52.8
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Governance Actor,Highly vulnerable,47,125,37.6
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Governance Actor,Minimally vulnerable,2,125,1.6
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Governance Actor,Moderately vulnerable,7,125,5.6
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Governance Actor,Not at all vulnerable,1,125,0.8
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Infrastructure Provider,Don't Know/Unsure,1,107,0.9
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Infrastructure Provider,Extremely vulnerable,16,107,15.0
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Infrastructure Provider,Highly vulnerable,24,107,22.4
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Infrastructure Provider,Minimally vulnerable,23,107,21.5
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Infrastructure Provider,Moderately vulnerable,40,107,37.4
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI Infrastructure Provider,Not at all vulnerable,3,107,2.8
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI User,Extremely vulnerable,94,125,75.2
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI User,Highly vulnerable,26,125,20.8
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI User,Minimally vulnerable,1,125,0.8
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI User,Moderately vulnerable,3,125,2.4
6.5,6.5 Governance failure,2,Vulnerability,Actor,AI User,Not at all vulnerable,1,125,0.8
6.5,6.5 Governance failure,2,Vulnerability,Actor,Affected Stakeholder,Don't Know/Unsure,2,108,1.9
6.5,6.5 Governance failure,2,Vulnerability,Actor,Affected Stakeholder,Extremely vulnerable,79,108,73.1
6.5,6.5 Governance failure,2,Vulnerability,Actor,Affected Stakeholder,Highly vulnerable,21,108,19.4
6.5,6.5 Governance failure,2,Vulnerability,Actor,Affected Stakeholder,Moderately vulnerable,6,108,5.6
6.5,6.5 Governance failure,2,Vulnerability,Sector,Accommodation,Don't Know/Unsure,6,122,4.9
6.5,6.5 Governance failure,2,Vulnerability,Sector,Accommodation,Extremely vulnerable,13,122,10.7
6.5,6.5 Governance failure,2,Vulnerability,Sector,Accommodation,Highly vulnerable,23,122,18.9
6.5,6.5 Governance failure,2,Vulnerability,Sector,Accommodation,Minimally vulnerable,29,122,23.8
6.5,6.5 Governance failure,2,Vulnerability,Sector,Accommodation,Moderately vulnerable,46,122,37.7
6.5,6.5 Governance failure,2,Vulnerability,Sector,Accommodation,Not at all vulnerable,5,122,4.1
6.5,6.5 Governance failure,2,Vulnerability,Sector,Agriculture,Don't Know/Unsure,5,123,4.1
6.5,6.5 Governance failure,2,Vulnerability,Sector,Agriculture,Extremely vulnerable,13,123,10.6
6.5,6.5 Governance failure,2,Vulnerability,Sector,Agriculture,Highly vulnerable,29,123,23.6
6.5,6.5 Governance failure,2,Vulnerability,Sector,Agriculture,Minimally vulnerable,17,123,13.8
6.5,6.5 Governance failure,2,Vulnerability,Sector,Agriculture,Moderately vulnerable,58,123,47.2
6.5,6.5 Governance failure,2,Vulnerability,Sector,Agriculture,Not at all vulnerable,1,123,0.8
6.5,6.5 Governance failure,2,Vulnerability,Sector,Arts,Don't Know/Unsure,3,122,2.5
6.5,6.5 Governance failure,2,Vulnerability,Sector,Arts,Extremely vulnerable,17,122,13.9
6.5,6.5 Governance failure,2,Vulnerability,Sector,Arts,Highly vulnerable,43,122,35.2
6.5,6.5 Governance failure,2,Vulnerability,Sector,Arts,Minimally vulnerable,20,122,16.4
6.5,6.5 Governance failure,2,Vulnerability,Sector,Arts,Moderately vulnerable,38,122,31.1
6.5,6.5 Governance failure,2,Vulnerability,Sector,Arts,Not at all vulnerable,1,122,0.8
6.5,6.5 Governance failure,2,Vulnerability,Sector,Education,Don't Know/Unsure,1,122,0.8
6.5,6.5 Governance failure,2,Vulnerability,Sector,Education,Extremely vulnerable,37,122,30.3
6.5,6.5 Governance failure,2,Vulnerability,Sector,Education,Highly vulnerable,70,122,57.4
6.5,6.5 Governance failure,2,Vulnerability,Sector,Education,Moderately vulnerable,14,122,11.5
6.5,6.5 Governance failure,2,Vulnerability,Sector,Finance,Don't Know/Unsure,1,121,0.8
6.5,6.5 Governance failure,2,Vulnerability,Sector,Finance,Extremely vulnerable,89,121,73.6
6.5,6.5 Governance failure,2,Vulnerability,Sector,Finance,Highly vulnerable,26,121,21.5
6.5,6.5 Governance failure,2,Vulnerability,Sector,Finance,Minimally vulnerable,1,121,0.8
6.5,6.5 Governance failure,2,Vulnerability,Sector,Finance,Moderately vulnerable,4,121,3.3
6.5,6.5 Governance failure,2,Vulnerability,Sector,Healthcare,Don't Know/Unsure,1,122,0.8
6.5,6.5 Governance failure,2,Vulnerability,Sector,Healthcare,Extremely vulnerable,69,122,56.6
6.5,6.5 Governance failure,2,Vulnerability,Sector,Healthcare,Highly vulnerable,38,122,31.1
6.5,6.5 Governance failure,2,Vulnerability,Sector,Healthcare,Minimally vulnerable,2,122,1.6
6.5,6.5 Governance failure,2,Vulnerability,Sector,Healthcare,Moderately vulnerable,12,122,9.8
6.5,6.5 Governance failure,2,Vulnerability,Sector,Information,Don't Know/Unsure,2,122,1.6
6.5,6.5 Governance failure,2,Vulnerability,Sector,Information,Extremely vulnerable,71,122,58.2
6.5,6.5 Governance failure,2,Vulnerability,Sector,Information,Highly vulnerable,44,122,36.1
6.5,6.5 Governance failure,2,Vulnerability,Sector,Information,Minimally vulnerable,2,122,1.6
6.5,6.5 Governance failure,2,Vulnerability,Sector,Information,Moderately vulnerable,3,122,2.5
6.5,6.5 Governance failure,2,Vulnerability,Sector,Management,Don't Know/Unsure,3,122,2.5
6.5,6.5 Governance failure,2,Vulnerability,Sector,Management,Extremely vulnerable,19,122,15.6
6.5,6.5 Governance failure,2,Vulnerability,Sector,Management,Highly vulnerable,49,122,40.2
6.5,6.5 Governance failure,2,Vulnerability,Sector,Management,Minimally vulnerable,12,122,9.8
6.5,6.5 Governance failure,2,Vulnerability,Sector,Management,Moderately vulnerable,39,122,32.0
6.5,6.5 Governance failure,2,Vulnerability,Sector,National Security,Don't Know/Unsure,2,121,1.7
6.5,6.5 Governance failure,2,Vulnerability,Sector,National Security,Extremely vulnerable,92,121,76.0
6.5,6.5 Governance failure,2,Vulnerability,Sector,National Security,Highly vulnerable,20,121,16.5
6.5,6.5 Governance failure,2,Vulnerability,Sector,National Security,Minimally vulnerable,1,121,0.8
6.5,6.5 Governance failure,2,Vulnerability,Sector,National Security,Moderately vulnerable,6,121,5.0
6.5,6.5 Governance failure,2,Vulnerability,Sector,Professional,Don't Know/Unsure,3,122,2.5
6.5,6.5 Governance failure,2,Vulnerability,Sector,Professional,Extremely vulnerable,24,122,19.7
6.5,6.5 Governance failure,2,Vulnerability,Sector,Professional,Highly vulnerable,62,122,50.8
6.5,6.5 Governance failure,2,Vulnerability,Sector,Professional,Minimally vulnerable,5,122,4.1
6.5,6.5 Governance failure,2,Vulnerability,Sector,Professional,Moderately vulnerable,28,122,23.0
6.5,6.5 Governance failure,2,Vulnerability,Sector,Public Administration,Don't Know/Unsure,1,121,0.8
6.5,6.5 Governance failure,2,Vulnerability,Sector,Public Administration,Extremely vulnerable,53,121,43.8
6.5,6.5 Governance failure,2,Vulnerability,Sector,Public Administration,Highly vulnerable,55,121,45.5
6.5,6.5 Governance failure,2,Vulnerability,Sector,Public Administration,Minimally vulnerable,2,121,1.7
6.5,6.5 Governance failure,2,Vulnerability,Sector,Public Administration,Moderately vulnerable,10,121,8.3
6.5,6.5 Governance failure,2,Vulnerability,Sector,Real Estate,Don't Know/Unsure,5,122,4.1
6.5,6.5 Governance failure,2,Vulnerability,Sector,Real Estate,Extremely vulnerable,19,122,15.6
6.5,6.5 Governance failure,2,Vulnerability,Sector,Real Estate,Highly vulnerable,21,122,17.2
6.5,6.5 Governance failure,2,Vulnerability,Sector,Real Estate,Minimally vulnerable,20,122,16.4
6.5,6.5 Governance failure,2,Vulnerability,Sector,Real Estate,Moderately vulnerable,56,122,45.9
6.5,6.5 Governance failure,2,Vulnerability,Sector,Real Estate,Not at all vulnerable,1,122,0.8
6.5,6.5 Governance failure,2,Vulnerability,Sector,Scientific,Don't Know/Unsure,3,122,2.5
6.5,6.5 Governance failure,2,Vulnerability,Sector,Scientific,Extremely vulnerable,34,122,27.9
6.5,6.5 Governance failure,2,Vulnerability,Sector,Scientific,Highly vulnerable,68,122,55.7
6.5,6.5 Governance failure,2,Vulnerability,Sector,Scientific,Minimally vulnerable,4,122,3.3
6.5,6.5 Governance failure,2,Vulnerability,Sector,Scientific,Moderately vulnerable,13,122,10.7
6.5,6.5 Governance failure,2,Vulnerability,Sector,Trade,Don't Know/Unsure,4,122,3.3
6.5,6.5 Governance failure,2,Vulnerability,Sector,Trade,Extremely vulnerable,20,122,16.4
6.5,6.5 Governance failure,2,Vulnerability,Sector,Trade,Highly vulnerable,59,122,48.4
6.5,6.5 Governance failure,2,Vulnerability,Sector,Trade,Minimally vulnerable,9,122,7.4
6.5,6.5 Governance failure,2,Vulnerability,Sector,Trade,Moderately vulnerable,29,122,23.8
6.5,6.5 Governance failure,2,Vulnerability,Sector,Trade,Not at all vulnerable,1,122,0.8
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Deployer,Highly responsible,79,116,68.1
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Deployer,Minimally responsible,5,116,4.3
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Deployer,Moderately responsible,15,116,12.9
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Deployer,Not at all responsible,3,116,2.6
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Deployer,Primarily responsible,14,116,12.1
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Developer (General-purpose AI),Highly responsible,80,116,69.0
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Developer (General-purpose AI),Minimally responsible,3,116,2.6
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Developer (General-purpose AI),Moderately responsible,11,116,9.5
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Developer (General-purpose AI),Not at all responsible,2,116,1.7
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Developer (General-purpose AI),Primarily responsible,20,116,17.2
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Developer (Specialised AI),Don't Know/Unsure,2,99,2.0
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Developer (Specialised AI),Highly responsible,64,99,64.6
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Developer (Specialised AI),Minimally responsible,1,99,1.0
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Developer (Specialised AI),Moderately responsible,17,99,17.2
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Developer (Specialised AI),Not at all responsible,3,99,3.0
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Developer (Specialised AI),Primarily responsible,12,99,12.1
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Governance Actor,Highly responsible,8,116,6.9
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Governance Actor,Moderately responsible,1,116,0.9
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Governance Actor,Primarily responsible,107,116,92.2
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Infrastructure Provider,Don't Know/Unsure,1,99,1.0
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Infrastructure Provider,Highly responsible,24,99,24.2
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Infrastructure Provider,Minimally responsible,9,99,9.1
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Infrastructure Provider,Moderately responsible,53,99,53.5
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Infrastructure Provider,Not at all responsible,4,99,4.0
6.5,6.5 Governance failure,3,Responsibility,Actor,AI Infrastructure Provider,Primarily responsible,8,99,8.1
6.5,6.5 Governance failure,3,Responsibility,Actor,AI User,Highly responsible,5,116,4.3
6.5,6.5 Governance failure,3,Responsibility,Actor,AI User,Minimally responsible,76,116,65.5
6.5,6.5 Governance failure,3,Responsibility,Actor,AI User,Moderately responsible,14,116,12.1
6.5,6.5 Governance failure,3,Responsibility,Actor,AI User,Not at all responsible,15,116,12.9
6.5,6.5 Governance failure,3,Responsibility,Actor,AI User,Primarily responsible,6,116,5.2
6.5,6.5 Governance failure,3,Responsibility,Actor,Affected Stakeholder,Don't Know/Unsure,1,98,1.0
6.5,6.5 Governance failure,3,Responsibility,Actor,Affected Stakeholder,Highly responsible,7,98,7.1
6.5,6.5 Governance failure,3,Responsibility,Actor,Affected Stakeholder,Minimally responsible,63,98,64.3
6.5,6.5 Governance failure,3,Responsibility,Actor,Affected Stakeholder,Moderately responsible,9,98,9.2
6.5,6.5 Governance failure,3,Responsibility,Actor,Affected Stakeholder,Not at all responsible,12,98,12.2
6.5,6.5 Governance failure,3,Responsibility,Actor,Affected Stakeholder,Primarily responsible,6,98,6.1
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Deployer,Extremely vulnerable,24,115,20.9
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Deployer,Highly vulnerable,75,115,65.2
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Deployer,Minimally vulnerable,6,115,5.2
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Deployer,Moderately vulnerable,9,115,7.8
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Deployer,Not at all vulnerable,1,115,0.9
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Developer (General-purpose AI),Extremely vulnerable,21,115,18.3
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Developer (General-purpose AI),Highly vulnerable,70,115,60.9
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Developer (General-purpose AI),Minimally vulnerable,3,115,2.6
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Developer (General-purpose AI),Moderately vulnerable,20,115,17.4
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Developer (General-purpose AI),Not at all vulnerable,1,115,0.9
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Developer (Specialised AI),Don't Know/Unsure,3,103,2.9
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Developer (Specialised AI),Extremely vulnerable,16,103,15.5
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Developer (Specialised AI),Highly vulnerable,69,103,67.0
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Developer (Specialised AI),Minimally vulnerable,4,103,3.9
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Developer (Specialised AI),Moderately vulnerable,10,103,9.7
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Developer (Specialised AI),Not at all vulnerable,1,103,1.0
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Governance Actor,Don't Know/Unsure,1,116,0.9
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Governance Actor,Extremely vulnerable,74,116,63.8
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Governance Actor,Highly vulnerable,33,116,28.4
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Governance Actor,Minimally vulnerable,3,116,2.6
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Governance Actor,Moderately vulnerable,5,116,4.3
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Infrastructure Provider,Don't Know/Unsure,1,103,1.0
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Infrastructure Provider,Extremely vulnerable,14,103,13.6
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Infrastructure Provider,Highly vulnerable,22,103,21.4
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Infrastructure Provider,Minimally vulnerable,13,103,12.6
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Infrastructure Provider,Moderately vulnerable,50,103,48.5
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI Infrastructure Provider,Not at all vulnerable,3,103,2.9
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI User,Extremely vulnerable,94,116,81.0
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI User,Highly vulnerable,18,116,15.5
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI User,Minimally vulnerable,1,116,0.9
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI User,Moderately vulnerable,2,116,1.7
6.5,6.5 Governance failure,3,Vulnerability,Actor,AI User,Not at all vulnerable,1,116,0.9
6.5,6.5 Governance failure,3,Vulnerability,Actor,Affected Stakeholder,Don't Know/Unsure,1,103,1.0
